NUM_SENDERS,NUM_RECEIVERS,num_rounds,Loss Curve,Conversations,flag,username,timestamp
3,3,10000,,,,,2023-08-22 20:53:54.145145
1,1,1000,/Users/YUAN/DOCK0/Project/Codes/Transformer_CatVAE/flagged/Loss Curve/cf2e6400dd053392a2bc1eef464f89016ccfdad8/tmp12ei4dq8.png,"'Round 1 - Input: <UNK> dash Ydll Spitsbergen <UNK> Ydll ranging ranging eighteenth <UNK> Bengali Ydll ranging comparatively spaces Ydll comparatively Ydll Spitsbergen Cups spaces presenters ranging <UNK> remuneration Spitsbergen spaces outgoing spaces <PAD> remuneration outgoing | Output: third mysticism Bassermann successfully Fifty Bridgeport 25th Berkley translit luminosity Nevesinje Delaware barges expecting Broccoli organised
Round 2 - Input: deformed Bengali remuneration comparatively dash comparatively Cups spaces Ydll deformed comparatively eighteenth Bengali spaces Ydll Cups remuneration presenters comparatively <PAD> remuneration Cups Quince <PAD> Bengali spaces <UNK> comparatively Ydll outgoing comparatively deformed | Output: Paired replays ducks Gruening confronted luminosity raptors C.R.U.S.H. Protein Sonatine blessing discussing reigned C.R.U.S.H. Field Emil
Round 3 - Input: dash <UNK> eighteenth Spitsbergen outgoing Cups Ydll Bengali <PAD> eighteenth Spitsbergen Quince Spitsbergen Spitsbergen spaces remuneration comparatively Spitsbergen <PAD> presenters presenters outgoing deformed eighteenth comparatively Cups <UNK> <PAD> Cups Bengali Quince Spitsbergen | Output: lessons Sweet Fifty bearded Swaziland prank lessons detracted Ngebe efficiently Portland Great monotheistic Geek Fifty instrument
Round 4 - Input: deformed remuneration eighteenth Cups Ydll Cups Bengali outgoing ranging Quince remuneration presenters comparatively presenters outgoing comparatively Ydll Bengali dash deformed Ydll remuneration spaces eighteenth ranging Spitsbergen outgoing remuneration comparatively spaces ranging Ydll | Output: harmless Swaziland accuse detracted Divine antelope ducks Hellenistic Arrangement luminosity Fifty 1931 criticising surrounding ducks prank
Round 5 - Input: eighteenth Spitsbergen Quince Bengali Quince deformed outgoing Spitsbergen eighteenth <PAD> outgoing deformed <PAD> Quince Quince dash Spitsbergen Spitsbergen Ydll outgoing deformed eighteenth remuneration <UNK> Spitsbergen presenters remuneration <UNK> Spitsbergen <UNK> Cups remuneration | Output: every legally Metro taxes Fifty Celtics Newfoundland Ouranosaurus Bucharest Pakistan misses mats audio Cut counties satisfied
Round 6 - Input: comparatively remuneration Spitsbergen Spitsbergen <PAD> Ydll dash remuneration deformed dash remuneration Quince eighteenth ranging outgoing presenters presenters dash Quince Ydll dash remuneration comparatively Spitsbergen Cups Spitsbergen dash dash remuneration <PAD> deformed Spitsbergen | Output: sortie Fifty prank Molotovsk Newfoundland Hellenistic acquaintances prank basket periodical foray Fifty 1558 Pakistan Fifty prank
Round 7 - Input: comparatively dash dash <UNK> comparatively dash comparatively ranging <UNK> deformed comparatively Cups Quince presenters remuneration Bengali deformed comparatively deformed Spitsbergen remuneration outgoing Bengali outgoing <PAD> deformed <UNK> dash remuneration ranging <UNK> eighteenth | Output: trivial Cairo Hellenistic outrage prank prank insisted Ouranosaurus periodical prank Fifty 1206 needles prank luminosity inefficient
Round 8 - Input: <PAD> eighteenth Cups Ydll <UNK> deformed Ydll dash eighteenth dash Spitsbergen presenters Bengali presenters remuneration <UNK> comparatively Ydll Ydll Ydll Ydll Bengali Quince Quince deformed deformed Ydll <PAD> <PAD> <UNK> spaces Bengali | Output: Fifty Pakistan Pemberton foray harmless inefficient rim acquaintances mechanics friends needles suddenly strain Pakistan prank needles
Round 9 - Input: presenters remuneration presenters presenters spaces <UNK> <PAD> ranging Quince <UNK> Quince Quince comparatively eighteenth dash Ydll Quince Quince Quince Spitsbergen deformed eighteenth Cups comparatively <UNK> Ydll Spitsbergen comparatively ranging Cups Spitsbergen Spitsbergen | Output: Besides luminosity Ouranosaurus prank counties Dry Swaziland Pakistan prank excimer Pakistan foray confirm Cairo prank Pakistan
Round 10 - Input: outgoing remuneration outgoing outgoing comparatively comparatively spaces Ydll outgoing remuneration Ydll remuneration comparatively dash deformed outgoing remuneration deformed Bengali spaces Spitsbergen <PAD> deformed comparatively outgoing Cups Spitsbergen eighteenth deformed Cups Spitsbergen remuneration | Output: taxes Pemberton prank Pakistan taxes prank acquaintances Protein Migration offenders inefficient owenii prank Cairo counties enthusiastically
Round 11 - Input: Bengali Ydll Bengali deformed dash spaces Bengali outgoing Spitsbergen Spitsbergen eighteenth Ydll deformed Bengali eighteenth eighteenth presenters Quince eighteenth presenters dash spaces Spitsbergen Spitsbergen deformed presenters remuneration <UNK> <PAD> <UNK> ranging remuneration | Output: harmless smelling needles Migration taxes taxes safer taxes Cairo mats theme taxes acquaintances armchair flashbacks Pakistan
Round 12 - Input: dash eighteenth Cups dash outgoing Quince outgoing Bengali Quince Ydll Quince comparatively ranging comparatively remuneration deformed deformed Bengali dash dash Cups remuneration spaces comparatively Ydll Ydll eighteenth <UNK> comparatively Quince deformed Quince | Output: separatists separatists taxes acquaintances acquaintances remixing Dry acquaintances taxes owenii strain Divine plus Dry Migration deprecating
Round 13 - Input: Ydll eighteenth eighteenth <PAD> Ydll comparatively deformed remuneration spaces Bengali Ydll deformed Spitsbergen Bengali Cups <PAD> spaces remuneration <PAD> spaces deformed Cups Bengali Quince remuneration Cups Bengali presenters Spitsbergen <PAD> eighteenth <UNK> | Output: taxes taxing counties taxes smelling smelling Dry taxes taxes taxes taxes remixing taxes taxes owenii taxes
Round 14 - Input: Ydll outgoing ranging Spitsbergen ranging <PAD> presenters spaces eighteenth deformed ranging outgoing remuneration dash spaces remuneration remuneration Bengali outgoing deformed Cups Quince deformed eighteenth remuneration eighteenth Spitsbergen dash ranging dash presenters Quince | Output: Pakistan Besides taxes owenii taxes Cairo owenii budgeted theme taxes counties taxes taxes acquaintances remixing strain
Round 15 - Input: Spitsbergen dash eighteenth spaces eighteenth Bengali comparatively deformed Ydll dash Spitsbergen deformed dash remuneration remuneration eighteenth dash ranging spaces Ydll comparatively Bengali eighteenth ranging presenters spaces presenters Ydll comparatively spaces <PAD> Bengali | Output: taxes taxes taxes deprecating taxes counties theme taxes owenii owenii owenii Panzergrenadier taxes remixing taxes taxes
